name,chromosome,start_loc,end_loc
14004-613,4,3678102,3678705
14005-614,4,3813878,3814159
14006-614,4,3835054,3835814
14007-614,4,3874952,3875274
14008-615,4,3937509,3939319
14009-615,4,4049063,4049380
14010-616,4,4138424,4138985
14011-617,4,4268824,4269167
14012-618,4,4343346,4343702
14013-620,4,4652117,4652335
14014-620,4,4653255,4653496
14015-621,4,4792494,4793432
14016-622,4,4889111,4889618
14017-623,4,5096709,5097069
14018-624,4,5190383,5190666
14019-625,4,5263154,5263359
14020-626,4,5460822,5461197
14021-626,4,5464910,5465364
14022-628,4,5644039,5644644
14023-628,4,5714870,5715189
14024-629,4,5819553,5820066
14025-632,4,6190924,6191271
14026-633,4,6365530,6365937
14027-634,4,6453533,6454363
14028-635,4,6649389,6649613
14029-638,4,6990149,6991184
14030-639,4,7096868,7097081
14031-639,4,7101655,7102082
14032-640,4,7279144,7279566
14033-640,4,7302216,7302688
14034-641,4,7355301,7355546
14035-643,4,7624599,7625526
14036-643,4,7628379,7629251
14037-643,4,7649717,7649991
14038-644,4,7733690,7734124
14039-644,4,7836431,7836791
14040-645,4,7879280,7879586
14041-646,4,8117435,8117683
14042-647,4,8238808,8239111
14043-649,4,8392273,8392582
14044-649,4,8393385,8393866
14045-649,4,8398159,8398690
14046-649,4,8443193,8443924
14047-650,4,8535470,8536325
14048-650,4,8647022,8647758
14049-651,4,8660404,8660747
14050-651,4,8690003,8692237
14051-651,4,8751762,8752020
14052-652,4,8816961,8817396
14053-652,4,8911252,8911882
14054-653,4,8922101,8922303
14055-657,4,9493825,9494041
14056-658,4,9585472,9586731
14057-658,4,9668611,9669416
14058-659,4,9723364,9724000
14059-660,4,9843693,9844772
14060-660,4,9859435,9860095
14061-660,4,9928022,9928463
14062-661,4,10003848,10004178
14063-663,4,10319813,10320054
14064-664,4,10478096,10478394
14065-665,4,10492040,10492618
14066-666,4,10693961,10694256
14067-666,4,10734639,10735272
14068-667,4,10865342,10865660
14069-667,4,10870036,10870265
14070-667,4,10870932,10871361
14071-667,4,10874068,10875069
14072-668,4,11007046,11008230
14073-669,4,11075880,11076272
14074-669,4,11079959,11080192
14075-670,4,11156138,11156850
14076-670,4,11190408,11191788
14077-670,4,11253680,11254312
14078-671,4,11321721,11322311
14079-671,4,11385344,11385695
14080-671,4,11387026,11388595
14081-671,4,11400079,11400309
14082-672,4,11485725,11486328
14083-673,4,11558866,11559184
14084-676,4,11965662,11966967
14085-677,4,12087725,12087930
14086-677,4,12089288,12090122
14087-677,4,12137128,12137457
14088-677,4,12140246,12141000
14089-677,4,12171401,12171897
14090-678,4,12212482,12213203
14091-679,4,12325647,12325957
14092-679,4,12402426,12403502
14093-679,4,12431252,12431571
14094-679,4,12446775,12447043
14095-680,4,12467424,12468068
14096-681,4,12713061,12713294
14097-683,4,12906838,12907238
14098-683,4,12934172,12934810
14099-683,4,12959514,12959798
14100-685,4,13124663,13124973
14101-686,4,13296067,13296557
14102-689,4,13742984,13743844
14103-692,4,14048484,14048997
14104-696,4,14632658,14633429
14105-696,4,14679424,14679952
14106-698,4,14826344,14826743
14107-698,4,14864148,14864524
14108-698,4,14930314,14930968
14109-699,4,15020232,15020459
14110-699,4,15054805,15055115
14111-700,4,15148892,15149129
14112-701,4,15237182,15237385
14113-701,4,15241662,15242216
14114-701,4,15265511,15266706
14115-703,4,15578165,15578606
14116-706,4,15945147,15945621
14117-706,4,15957831,15958459
14118-707,4,16013507,16014274
14119-708,4,16163132,16163963
14120-708,4,16211084,16211311
14121-709,4,16309344,16310058
14122-710,4,16435205,16435411
14123-711,4,16545373,16545904
14124-713,4,16783269,16783718
14125-716,4,17217414,17217733
14126-716,4,17281851,17282194
14127-717,4,17309022,17309793
14128-717,4,17409097,17409416
14129-718,4,17450675,17450967
14130-719,4,17571118,17571366
14131-719,4,17571471,17571781
14132-721,4,17853172,17853559
14133-723,4,18218200,18218564
14134-724,4,18221636,18222103
14135-725,4,18384891,18385355
14136-725,4,18427969,18428279
14137-725,4,18479904,18480387
14138-726,4,18606845,18607698
14139-730,4,19133492,19133696
14140-731,4,19190086,19190438
14141-733,4,19490214,19490566
14142-734,4,19569570,19570166
14143-734,4,19574983,19575450
14144-735,4,19669879,19670184
14145-735,4,19708571,19709296
14146-735,4,19750121,19750678
14147-737,4,20008266,20008787
14148-737,4,20041802,20042363
14149-738,4,20174803,20175244
14150-739,4,20295342,20295575
14151-739,4,20295687,20296049
14152-740,4,20421009,20421319
14153-741,4,20504155,20504860
14154-743,4,20778001,20778605
14155-743,4,20826850,20827374
14156-743,4,20828330,20828633
14157-745,4,21075046,21075281
14158-746,4,21131018,21131225
14159-746,4,21187048,21187259
14160-746,4,21206265,21206809
14161-747,4,21287453,21287751
14162-748,4,21374019,21374245
14163-748,4,21381481,21383448
14164-748,4,21399994,21400316
14165-749,4,21505451,21505829
14166-750,4,21650607,21651350
14167-750,4,21678219,21679876
14168-750,4,21685576,21685856
14169-750,4,21688426,21689258
14170-750,4,21727555,21727838
14171-751,4,21776184,21776712
14172-751,4,21847928,21848554
14173-751,4,21879600,21880128
14174-752,4,21931069,21931603
14175-752,4,21948169,21948669
14176-755,4,22357468,22357945
14177-756,4,22477512,22477843
14178-756,4,22487213,22488562
14179-756,4,22489463,22490548
14180-756,4,22491373,22491632
14181-756,4,22494892,22495125
14182-756,4,22498175,22498564
14183-759,4,22907264,22907574
14184-761,4,23100776,23101095
14185-761,4,23113715,23114020
14186-762,4,23207299,23207579
14187-762,4,23288951,23289685
14188-764,4,23519115,23519334
14189-768,4,24090351,24090571
14190-769,4,24194475,24194794
14191-770,4,24284267,24284626
14192-770,4,24289997,24290506
14193-771,4,24496201,24496880
14194-774,4,24850856,24851200
14195-774,4,24897928,24898446
14196-775,4,24966384,24966909
14197-776,4,25108101,25108406
14198-777,4,25281505,25281928
14199-780,4,25560152,25560592
14200-781,4,25728467,25728772
14201-781,4,25799588,25799814
14202-782,4,25840959,25841208
14203-782,4,25852573,25852802
14204-783,4,26058048,26058346
14205-786,4,26346409,26346989
14206-793,4,27270898,27271266
14207-801,4,28413097,28413404
14208-802,4,28461574,28461884
14209-804,4,28812868,28815750
14210-808,4,29247061,29247366
14211-811,4,29716490,29716711
14212-811,4,29717375,29717803
14213-815,4,30234432,30234777
14214-815,4,30235385,30235831
14215-816,4,30326875,30327524
14216-820,4,30929683,30930147
14217-821,4,30990607,30990976
14218-825,4,31527895,31528200
14219-827,4,31775685,31778622
14220-828,4,31937552,31937855
14221-828,4,31950702,31950945
14222-828,4,31963386,31964438
14223-830,4,32238406,32240295
14224-833,4,32615167,32615776
14225-834,4,32656954,32657532
14226-835,4,32791330,32791533
14227-835,4,32792848,32793180
14228-835,4,32796565,32797120
14229-835,4,32799970,32800499
14230-836,4,32950491,32951079
14231-836,4,32983046,32984008
14232-837,4,33030828,33031959
14233-838,4,33188856,33189680
14234-838,4,33209203,33209766
14235-838,4,33247482,33248746
14236-839,4,33310153,33310655
14237-843,4,33923649,33924982
14238-844,4,34049767,34050143
14239-847,4,34443096,34443399
14240-848,4,34506253,34506512
14241-848,4,34535157,34535474
14242-848,4,34540905,34541167
14243-848,4,34541757,34542186
14244-848,4,34550434,34551406
14245-849,4,34614737,34615125
14246-849,4,34687020,34687476
14247-849,4,34716323,34716575
14248-849,4,34730084,34730315
14249-851,4,34882326,34883150
14250-851,4,34886675,34887068
14251-853,4,35157038,35157498
14252-853,4,35225353,35226204
14253-854,4,35377372,35377801
14254-854,4,35378456,35378712
14255-854,4,35384132,35384450
14256-856,4,35542434,35542880
14257-856,4,35598258,35598536
14258-858,4,35866934,35867655
14259-866,4,36950318,36950647
14260-866,4,36951345,36951838
14261-108,4,37224261,37225138
14262-869,4,37343179,37343444
14263-871,4,37610995,37611845
14264-873,4,37757589,37757852
14265-875,4,38067634,38067860
14266-878,4,38508409,38508873
14267-881,4,38856148,38856593
14268-881,4,38870217,38870532
14269-881,4,38871196,38871452
14270-881,4,38876980,38877184
14271-881,4,38906030,38906347
14272-881,4,38906993,38907222
14273-882,4,39049827,39050205
14274-888,4,39755091,39755403
14275-888,4,39774418,39774723
14276-889,4,39856115,39856350
14277-890,4,40028571,40028783
14278-890,4,40059933,40060278
14279-891,4,40143246,40143838
14280-892,4,40239679,40239881
14281-892,4,40268291,40268700
14282-892,4,40269517,40269890
14283-892,4,40279112,40279475
14284-893,4,40473139,40473426
14285-894,4,40596694,40597013
14286-894,4,40597351,40597649
14287-895,4,40653988,40654234
14288-895,4,40659147,40659595
14289-895,4,40703052,40703371
14290-895,4,40722233,40723250
14291-895,4,40757483,40758008
14292-896,4,40853510,40854604
14293-897,4,40947952,40948731
14294-897,4,40970626,40971509
14295-898,4,41098028,41098306
14296-898,4,41135143,41136326
14297-899,4,41275025,41275765
14298-900,4,41314333,41314990
14299-900,4,41348945,41349491
14300-901,4,41455887,41456271
14301-901,4,41464556,41465299
14302-901,4,41497500,41499385
14303-901,4,41507017,41507326
14304-902,4,41568936,41569852
14305-902,4,41639925,41640445
14306-903,4,41683588,41684178
14307-903,4,41684719,41685006
14308-903,4,41695090,41696047
14309-903,4,41713321,41713777
14310-903,4,41722982,41723275
14311-903,4,41725709,41726228
14312-903,4,41731024,41731519
14313-903,4,41740724,41741402
14314-903,4,41755424,41755871
14315-903,4,41773153,41773799
14316-904,4,41881598,41881818
14317-904,4,41942040,41942590
14318-905,4,42029190,42029411
14319-905,4,42054170,42054740
14320-906,4,42104824,42105257
14321-906,4,42153842,42154412
14322-906,4,42172559,42173516
14323-906,4,42184695,42185086
14324-907,4,42230839,42231059
14325-907,4,42294270,42294820
14326-908,4,42381401,42381622
14327-908,4,42439381,42439931
14328-908,4,42464877,42465098
14329-909,4,42551496,42552066
14330-910,4,42602154,42602587
14331-910,4,42651001,42651571
14332-910,4,42669718,42670675
14333-910,4,42681854,42682245
14334-911,4,42734568,42735139
14335-912,4,42916954,42917600
14336-912,4,42949720,42950369
14337-913,4,42999712,43000650
14338-913,4,43010203,43010566
14339-913,4,43030893,43031551
14340-913,4,43039967,43040355
14341-913,4,43058854,43059515
14342-915,4,43301343,43301824
14343-915,4,43371732,43371954
14344-915,4,43381789,43382341
14345-916,4,43416189,43416409
14346-916,4,43442128,43443684
14347-916,4,43492789,43493730
14348-916,4,43499500,43499853
14349-917,4,43523272,43524543
14350-917,4,43562057,43562784
14351-917,4,43578304,43579197
14352-917,4,43631308,43631799
14353-918,4,43656100,43656535
14354-918,4,43669222,43669687
14355-919,4,43875351,43875866
14356-920,4,43957358,43958012
14357-920,4,44012680,44013235
14358-921,4,44072312,44072846
14359-921,4,44167370,44168501
14360-922,4,44233291,44234284
14361-922,4,44300820,44301130
14362-923,4,44357887,44358373
14363-923,4,44425180,44425727
14364-925,4,44664071,44664673
14365-926,4,44703124,44704717
14366-926,4,44710638,44711138
14367-926,4,44712905,44713335
14368-926,4,44756498,44756999
14369-928,4,44981341,44981581
14370-928,4,45011741,45012423
14371-928,4,45018565,45018943
14372-928,4,45084142,45084782
14373-929,4,45107565,45108040
14374-929,4,45184551,45185385
14375-930,4,45320186,45320643
14376-930,4,45341989,45342797
14377-931,4,45399741,45400021
14378-931,4,45408260,45409059
14379-932,4,45529581,45531015
14380-934,4,45799008,45799273
14381-934,4,45826357,45826936
14382-935,4,45883487,45883912
14383-935,4,45972128,45972847
14384-936,4,46039120,46039800
14385-937,4,46138271,46139050
14386-937,4,46195843,46196399
14387-938,4,46304810,46305266
14388-938,4,46343394,46345541
14389-938,4,46389088,46389594
14390-939,4,46450682,46452589
14391-939,4,46489157,46489721
14392-939,4,46506931,46507599
14393-939,4,46512195,46512424
14394-940,4,46535837,46536181
14395-940,4,46601167,46602292
14396-940,4,46614070,46614452
14397-940,4,46620419,46620741
14398-940,4,46649724,46650710
14399-941,4,46664594,46664942
14400-943,4,46991019,46992185
14401-944,4,47056901,47057616
14402-944,4,47091763,47092433
14403-945,4,47208067,47208819
14404-945,4,47245426,47245761
14405-946,4,47352408,47353954
14406-947,4,47473887,47474397
14407-951,4,48042872,48045725
14408-951,4,48047189,48047577
14409-951,4,48051612,48052178
14410-952,4,48124848,48125340
14411-953,4,48279256,48280058
14412-954,4,48472917,48473545
14413-955,4,48539926,48540850
14414-955,4,48552522,48552845
14415-955,4,48584870,48585924
14416-959,4,49059222,49059927
14417-960,4,49265848,49266223
14418-961,4,49328571,49329636
14419-962,4,49466387,49467381
14420-962,4,49521030,49521279
14421-963,4,49596861,49597835
14422-963,4,49631849,49632463
14423-964,4,49731604,49732117
14424-965,4,49844690,49845920
14425-969,4,50380426,50380745
14426-973,4,50861657,50862170
14427-974,4,51018334,51018699
14428-974,4,51099384,51099613
14429-976,4,51298885,51299874
14430-979,4,51654453,51654984
14431-980,4,51831109,51831777
14432-980,4,51895913,51896144
14433-985,4,52438830,52439450
14434-989,4,53011803,53012331
14435-989,4,53058317,53059194
14436-990,4,53159785,53160188
14437-990,4,53165516,53165880
14438-992,4,53392818,53393126
14439-992,4,53440003,53441019
14440-994,4,53631316,53631968
14441-994,4,53668542,53669912
14442-994,4,53714091,53714630
14443-995,4,53779616,53779874
14444-995,4,53825940,53826330
14445-998,4,54155474,54155695
14446-1000,4,54447053,54447780
14447-1002,4,54676248,54676826
14448-1004,4,54945037,54945439
14449-1006,4,55309105,55309353
14450-1007,4,55349617,55350776
14451-1007,4,55418941,55419329
14452-1008,4,55480373,55480669
14453-1008,4,55514807,55515178
14454-1008,4,55530171,55533292
14455-1009,4,55651120,55651756
14456-1015,4,56434719,56436185
14457-1017,4,56729049,56729466
14458-1017,4,56740665,56740940
14459-1018,4,56801922,56802802
14460-1018,4,56864599,56865514
14461-1019,4,56946691,56947530
14462-1019,4,56990050,56990520
14463-1020,4,57141905,57142146
14464-1020,4,57142826,57143840
14465-1022,4,57299726,57300726
14466-1023,4,57433887,57434728
14467-1024,4,57567839,57568287
14468-1025,4,57782104,57782377
14469-1027,4,57955626,57956636
14470-1029,4,58205842,58206499
14471-1029,4,58224810,58225045
14472-1030,4,58391824,58392355
14473-1031,4,58552973,58553456
14474-1034,4,58911438,58912955
14475-1034,4,58943527,58943818
14476-1035,4,59002877,59003573
14477-1035,4,59035062,59035597
14478-1036,4,59189005,59189943
14479-1038,4,59437946,59438525
14480-1039,4,59548495,59549829
14481-1039,4,59581259,59582026
14482-1039,4,59625909,59626857
14483-1041,4,59783298,59784041
14484-1041,4,59805711,59806548
14485-1044,4,60279947,60280267
14486-1044,4,60289834,60290094
14487-1045,4,60408091,60408466
14488-1045,4,60413996,60414198
14489-1046,4,60458124,60458655
14490-1047,4,60617814,60619396
14491-1053,4,61408964,61409632
14492-1055,4,61684819,61688586
14493-1056,4,61737928,61738143
14494-1056,4,61768389,61768764
14495-1056,4,61774294,61774557
14496-1057,4,61955348,61955603
14497-1059,4,62165888,62166195
14498-1059,4,62208319,62208792
14499-1060,4,62286291,62286719
14500-1060,4,62360201,62360786
14501-1061,4,62408671,62408990
14502-1061,4,62448148,62448367
14503-1061,4,62470753,62471016
14504-1061,4,62479985,62480473
14505-1061,4,62502032,62502311
14506-1061,4,62519594,62520176
14507-1062,4,62524695,62525573
14508-1062,4,62574934,62575165
14509-1062,4,62583387,62583685
14510-1063,4,62718275,62718712
14511-1065,4,62931203,62931725
14512-1065,4,62965265,62965962
14513-1067,4,63213896,63216015
14514-1068,4,63410376,63410808
14515-1068,4,63416304,63416547
14516-1069,4,63494624,63496133
14517-1069,4,63544604,63545365
14518-1069,4,63558441,63558995
14519-1072,4,63921880,63922204
14520-1073,4,64017529,64017827
14521-1075,4,64293548,64293906
14522-1076,4,64362247,64362480
14523-1076,4,64426463,64426925
14524-1076,4,64454725,64455044
14525-1076,4,64455594,64455883
14526-1079,4,64771193,64771562
14527-1079,4,64867952,64868483
14528-1080,4,64990575,64990864
14529-1081,4,65124446,65124914
14530-1085,4,65604887,65605207
14531-1087,4,65823307,65823539
14532-1089,4,66070634,66071156
14533-1091,4,66355022,66355911
14534-1091,4,66402788,66403061
14535-1091,4,66403653,66404632
14536-1093,4,66637564,66638262
14537-1094,4,66775150,66775446
14538-1095,4,66965823,66966126
14539-1095,4,66966237,66966542
14540-1098,4,67361897,67362348
14541-1098,4,67365660,67366024
14542-1102,4,67841069,67841358
14543-1103,4,67916009,67916707
14544-1106,4,68290244,68290965
14545-1111,4,68953777,68954423
14546-1111,4,68966559,68966800
14547-1114,4,69410253,69410788
14548-1116,4,69720907,69721858
14549-1117,4,69786951,69787254
14550-1119,4,70068714,70069166
14551-1119,4,70087077,70087402
14552-1120,4,70249184,70249439
14553-1122,4,70410101,70410673
14554-1123,4,70534251,70535408
14555-1123,4,70594985,70595300
14556-1129,4,71381673,71382030
14557-1130,4,71509698,71509939
14558-1132,4,71740915,71741119
14559-1134,4,71964298,71964519
14560-1134,4,72080120,72080785
14561-1135,4,72199645,72201675
14562-1137,4,72354570,72354771
14563-1138,4,72543080,72543429
14564-1138,4,72579191,72579697
14565-1139,4,72712600,72713334
14566-1143,4,73208999,73209212
14567-1144,4,73294594,73296362
14568-1147,4,73790554,73791142
14569-1148,4,73834768,73835012
14570-1149,4,73994101,73994312
14571-1149,4,73996848,73997089
14572-1149,4,73997756,73998184
14573-1149,4,74013561,74013962
14574-1149,4,74054116,74054426
14575-1151,4,74251721,74252438
14576-1153,4,74451752,74452114
14577-1153,4,74505408,74506146
14578-1156,4,74939864,74940312
14579-1158,4,75131441,75131770
14580-1159,4,75278061,75278398
14581-1159,4,75308880,75309150
14582-1159,4,75354725,75355633
14583-1161,4,75622613,75622842
14584-1161,4,75623482,75623833
14585-1164,4,75931165,75931484
14586-1166,4,76213882,76214603
14587-1168,4,76449343,76450634
14588-1170,4,76728798,76729320
14589-1172,4,77062845,77063164
14590-1176,4,77588435,77588964
14591-1179,4,77979593,77979912
14592-1180,4,78014272,78014531
14593-1181,4,78170190,78170559
14594-1181,4,78211708,78212205
14595-1184,4,78513216,78513681
14596-1184,4,78546095,78546317
14597-1188,4,79142941,79143463
14598-1191,4,79554302,79554528
14599-1198,4,80409100,80409429
14600-1198,4,80410049,80410349
14601-1202,4,80911185,80911937
14602-1203,4,81076767,81076998
14603-1204,4,81149234,81149865
14604-1206,4,81405417,81405690
14605-1206,4,81442266,81442944
14606-1208,4,81705127,81705640
14607-1208,4,81778476,81778733
14608-1209,4,81908588,81908907
14609-1210,4,82010506,82010811
14610-1210,4,82041300,82041831
14611-1212,4,82193223,82193533
14612-1214,4,82504346,82506941
14613-1214,4,82512818,82513499
14614-1217,4,82859220,82859801
14615-1218,4,83065881,83067018
14616-1220,4,83323598,83324336
14617-1221,4,83417522,83418164
14618-1221,4,83485658,83486817
14619-1222,4,83525138,83525623
14620-1222,4,83540793,83541182
14621-1223,4,83643286,83644029
14622-1225,4,83959137,83959456
14623-1230,4,84545328,84545724
14624-1231,4,84674411,84676066
14625-1232,4,84884169,84884961
14626-1235,4,85205260,85206130
14627-1237,4,85483394,85483627
14628-1237,4,85514186,85514538
14629-1240,4,85931357,85931654
14630-1241,4,85999144,85999449
14631-1245,4,86575600,86576070
14632-1245,4,86611491,86612079
14633-1246,4,86748322,86749246
14634-1247,4,86856753,86857753
14635-1247,4,86874033,86874720
14636-1248,4,86930916,86931163
14637-1250,4,87230147,87230588
14638-1252,4,87502997,87503230
14639-1253,4,87557669,87558038
14640-1253,4,87614379,87614605
14641-1256,4,88031273,88033530
14642-1257,4,88094496,88095069
14643-1258,4,88287404,88287723
14644-1259,4,88360905,88361224
14645-1259,4,88376245,88376988
14646-1261,4,88721900,88722673
14647-1261,4,88732288,88732537
14648-1262,4,88760450,88760667
14649-1262,4,88763363,88763880
14650-1262,4,88773670,88773981
14651-1262,4,88776598,88776909
14652-1262,4,88779526,88779837
14653-1262,4,88782462,88782773
14654-1262,4,88785385,88785696
14655-1262,4,88788308,88788533
14656-1262,4,88791226,88791451
14657-1262,4,88794163,88794474
14658-1262,4,88797073,88797298
14659-1262,4,88799996,88800307
14660-1262,4,88802930,88803241
14661-1262,4,88805862,88806173
14662-1263,4,88868106,88868455
14663-1263,4,88938052,88938694
14664-1265,4,89137359,89137890
14665-1265,4,89186344,89186560
14666-1265,4,89226168,89226420
14667-1266,4,89276672,89276968
14668-1266,4,89294132,89295553
14669-1266,4,89307030,89307249
14670-1266,4,89310607,89311040
14671-1268,4,89617901,89618409
14672-1269,4,89688123,89688810
14673-1270,4,89792797,89793318
14674-1270,4,89803368,89803601
14675-1272,4,90116891,90117355
14676-1275,4,90559786,90560096
14677-1276,4,90657170,90657863
14678-1278,4,90875565,90876010
14679-1279,4,90977356,90977675
14680-1279,4,90979430,90980529
14681-1282,4,91371164,91372167
14682-1282,4,91374647,91375123
14683-1282,4,91400568,91400871
14684-1284,4,91654784,91655730
14685-1286,4,91900424,91900734
14686-1286,4,91973549,91973778
14687-1288,4,92236947,92237388
14688-1290,4,92523549,92523918
14689-1294,4,92985927,92986576
14690-1294,4,93003434,93003675
14691-1297,4,93334723,93335771
14692-1299,4,93703856,93704165
14693-1300,4,93750641,93750852
14694-1303,4,94202664,94202983
14695-1306,4,94556325,94556860
14696-1306,4,94602694,94603518
14697-1306,4,94614398,94614640
14698-1308,4,94797733,94798182
14699-1308,4,94818194,94818408
14700-1308,4,94891235,94892180
14701-1309,4,94912681,94913605
14702-1309,4,94978703,94979389
14703-1310,4,95049985,95053224
14704-1311,4,95161229,95161482
14705-1313,4,95510315,95510828
14706-1317,4,95967016,95967710
14707-1317,4,96049826,96050111
14708-1318,4,96155621,96155835
14709-1324,4,96946739,96947027
14710-1324,4,96947693,96948113
14711-1325,4,96994665,96995178
14712-1330,4,97745808,97746126
14713-1330,4,97751594,97752001
14714-1330,4,97772046,97772411
14715-1330,4,97777172,97778896
14716-1334,4,98273624,98273894
14717-1335,4,98382928,98383269
14718-1335,4,98395669,98396214
14719-1336,4,98530622,98530851
14720-1336,4,98531506,98531833
14721-1337,4,98648583,98649133
14722-1338,4,98817048,98817762
14723-1339,4,98922812,98924544
14724-1341,4,99120338,99121153
14725-1343,4,99433519,99434183
14726-1343,4,99445464,99445743
14727-1345,4,99650896,99651569
14728-1345,4,99653363,99653955
14729-1345,4,99655911,99658098
14730-1345,4,99715351,99715891
14731-1345,4,99731504,99731814
14732-1346,4,99829081,99829515
14733-1347,4,99929380,99930163
14734-1348,4,100022668,100023088
14735-1348,4,100095755,100096426
14736-1352,4,100656005,100656705
14737-1353,4,100776432,100778008
14738-1355,4,100936620,100936849
14739-1356,4,101068788,101069748
14740-1357,4,101264531,101265321
14741-1357,4,101292109,101292476
14742-1357,4,101292974,101293370
14743-1358,4,101356054,101356931
14744-1358,4,101419138,101420526
14745-1359,4,101496375,101496973
14746-1359,4,101508849,101509063
14747-1359,4,101550244,101550901
14748-1360,4,101647611,101648034
14749-1361,4,101717345,101717617
14750-1362,4,101865798,101866001
14751-1362,4,101867316,101867648
14752-1362,4,101871032,101871588
14753-1363,4,102087536,102088232
14754-1368,4,102705797,102706012
14755-1368,4,102759312,102759554
14756-1368,4,102760069,102760321
14757-1369,4,102881419,102881770
14758-1371,4,103113924,103114882
14759-1371,4,103119197,103119913
14760-1372,4,103214434,103215420
14761-1372,4,103273437,103273747
14762-1373,4,103313673,103314175
14763-1375,4,103619606,103620122
14764-1379,4,104089845,104090367
14765-1381,4,104366973,104367904
14766-1384,4,104846728,104847241
14767-1386,4,105109426,105110155
14768-1387,4,105157313,105158466
14769-1388,4,105298728,105299298
14770-1389,4,105438077,105438505
14771-1389,4,105439172,105439401
14772-1389,4,105443802,105444015
14773-1390,4,105625120,105625776
14774-1394,4,106039593,106039805
14775-1395,4,106176973,106177206
14776-1396,4,106315716,106316945
14777-1397,4,106463672,106464248
14778-1397,4,106560805,106561507
14779-1398,4,106622395,106623099
14780-1398,4,106639012,106639329
14781-1398,4,106650930,106651301
14782-1398,4,106678639,106679041
14783-1400,4,106827880,106828187
14784-1400,4,106839043,106840364
14785-1400,4,106910717,106912517
14786-1401,4,107027025,107027341
14787-1401,4,107066512,107067447
14788-1402,4,107178222,107179349
14789-1403,4,107253211,107254095
14790-1403,4,107314177,107314399
14791-1404,4,107367757,107368295
14792-1404,4,107434249,107435969
14793-1406,4,107666809,107667238
14794-1406,4,107683544,107683992
14795-1407,4,107801891,107803875
14796-1407,4,107846210,107846613
14797-1407,4,107854242,107854448
14798-1408,4,107879659,107880130
14799-1408,4,107889687,107890217
14800-1408,4,107923369,107923704
14801-1409,4,108021181,108021399
14802-1409,4,108031542,108032302
14803-1409,4,108118282,108118619
14804-1410,4,108148676,108148879
14805-1410,4,108150194,108150526
14806-1410,4,108153910,108154465
14807-1410,4,108165395,108165625
14808-1410,4,108217336,108218204
14809-1411,4,108285178,108285407
14810-1411,4,108300783,108301332
14811-1411,4,108328045,108328456
14812-1411,4,108383205,108383697
14813-1412,4,108406292,108406812
14814-1412,4,108459230,108460514
14815-1412,4,108460650,108460856
14816-1413,4,108579238,108579811
14817-1413,4,108619652,108620390
14818-1414,4,108700624,108701088
14819-1414,4,108780045,108781050
14820-1415,4,108833263,108833800
14821-1415,4,108847822,108848661
14822-1415,4,108879020,108879386
14823-1416,4,109000330,109001078
14824-1417,4,109117815,109118283
14825-1418,4,109201834,109202340
14826-1418,4,109280116,109281166
14827-1419,4,109406683,109407333
14828-1420,4,109476034,109476921
14829-1421,4,109602277,109602606
14830-1421,4,109657136,109657719
14831-1421,4,109665677,109667173
14832-1421,4,109676288,109677165
14833-1424,4,109977332,109978615
14834-1424,4,109979871,109980420
14835-1424,4,109981640,109984252
14836-1424,4,110051029,110051338
14837-1425,4,110103781,110104100
14838-1425,4,110186788,110187372
14839-1426,4,110351310,110351976
14840-1427,4,110397655,110397895
14841-1430,4,110767285,110767545
14842-1431,4,110959562,110959995
14843-1433,4,111249964,111250197
14844-1435,4,111414759,111415513
14845-1436,4,111572987,111573210
14846-1437,4,111719931,111720309
14847-1439,4,111935699,111936229
14848-1446,4,112979350,112979842
14849-1450,4,113414103,113414839
14850-1455,4,114073058,114073333
14851-1456,4,114217597,114217895
14852-1457,4,114405964,114406926
14853-1461,4,114821676,114822113
14854-1461,4,114843180,114843722
14855-1461,4,114902053,114902346
14856-1461,4,114902695,114902897
14857-1461,4,114907118,114909560
14858-1461,4,114925021,114926090
14859-1462,4,114986697,114987305
14860-1462,4,114999951,115000409
14861-1462,4,115056381,115057895
14862-1462,4,115063134,115063623
14863-1463,4,115200650,115201006
14864-1465,4,115350684,115351852
14865-1465,4,115377229,115377512
14866-1467,4,115657388,115657650
14867-1468,4,115737562,115738075
14868-1468,4,115784823,115785381
14869-1468,4,115827936,115828455
14870-1468,4,115839033,115839425
14871-1469,4,115890500,115890875
14872-1469,4,115897966,115898555
14873-1469,4,115936203,115936412
14874-1469,4,115938918,115940209
14875-1469,4,115943985,115944303
14876-1469,4,115962809,115963384
14877-1469,4,115979470,115979774
14878-1470,4,116017267,116017990
14879-1470,4,116053699,116053959
14880-1470,4,116075366,116076612
14881-1471,4,116144334,116144681
14882-1471,4,116150284,116150686
14883-1471,4,116220843,116221838
14884-1473,4,116463661,116464390
14885-1473,4,116507428,116507968
14886-1474,4,116557032,116558118
14887-1474,4,116597307,116597651
14888-1474,4,116626810,116627370
14889-1474,4,116651418,116651698
14890-1475,4,116685464,116686097
14891-1475,4,116720755,116721309
14892-1476,4,116807460,116807882
14893-1476,4,116820953,116821538
14894-1476,4,116824686,116824953
14895-1476,4,116840052,116840353
14896-1476,4,116877004,116878087
14897-1477,4,116995354,116995781
14898-1477,4,117019269,117019674
14899-1478,4,117095858,117096337
14900-1478,4,117109395,117109611
14901-1478,4,117120599,117121347
14902-1478,4,117133399,117134038
14903-1478,4,117148866,117149079
14904-1478,4,117155509,117156234
